"control_number","specific","generic","qty","origin","description","ship_date"
"2014489206","RED","KANGAROO",912,"AU","SHO","2014-06-30"
"2014489209","DWARF","LIONFISH",2,"ID","LIV","2014-06-27"
"2014489209","","CRUSTACEAN",201,"ID","LIV","2014-06-27"
"2014489209","SHELLS","MOLLUSCS",756,"ID","LIV","2014-06-27"
"2014489209","","CRUSTACEAN",131,"ID","LIV","2014-06-27"
"2014489209","","CORAL",2,"ID","LIV","2014-06-27"
"2014489209","","CORAL",2,"ID","LIV","2014-06-27"
"2014489209","","CORAL",2,"ID","LIV","2014-06-27"
"2014489209","STAGHORN","CORAL",67,"ID","LIV","2014-06-27"
"2014489209","BRUSH","CORAL",2,"ID","LIV","2014-06-27"
"2014489209","","CORAL",5,"ID","LIV","2014-06-27"
"2014489209","","CORAL",4,"ID","LIV","2014-06-27"
"2014489209","LEAF","CORAL",4,"ID","LIV","2014-06-27"
"2014489209","","CORAL",2,"ID","LIV","2014-06-27"
"2014489209","","CORAL",2,"ID","LIV","2014-06-27"
"2014489209","ANCHOR","CORAL",16,"ID","LIV","2014-06-27"
"2014489209","TRUMPET","CORAL",30,"ID","LIV","2014-06-27"
"2014489209","BIRDS NEST","CORAL",4,"ID","LIV","2014-06-27"
"2014489209","","CORAL",9,"ID","LIV","2014-06-27"
"2014489209","TORCH","CORAL",5,"ID","LIV","2014-06-27"
"2014489209","TORCH","CORAL",1,"ID","LIV","2014-06-27"
"2014489209","BOWL","CORAL",1,"ID","LIV","2014-06-27"
"2014489209","YELLOW SCROLL","CORAL",1,"ID","LIV","2014-06-27"
"2014489403","THOMSON'S","GAZELLE",1,"TZ","TRO","2014-06-12"
"2014489403","GRANT'S","GAZELLE",1,"TZ","TRO","2014-06-12"
"2014489403","EAST AFRICAN","ORYX",1,"TZ","TRO","2014-06-12"
"2014489403","BLUE","WILDEBEEST",1,"TZ","TRO","2014-06-12"
"2014489403","BURCHELL'S","ZEBRA",1,"TZ","TRO","2014-06-12"
"2014489881","","OYSTER",438,"CN","SPR","2014-06-13"
"2014490229","","STEENBOK",1,"ZA","TRO","2014-06-25"
"2014490229","COMMON","WARTHOG",1,"ZA","TRO","2014-06-25"
"2014490244","MOUNTAIN","GOAT",1,"CA","SKI","2014-06-26"
"2014490251","GREATER","KUDU",1,"NA","TRO","2014-06-27"
"2014490251","","SPRINGBOK",1,"NA","TRO","2014-06-27"
"2014490251","","GEMSBOK",2,"NA","TRO","2014-06-27"
"2014490257","GREATER","KUDU",2,"NA","HOC","2014-06-27"
"2014490257","","GEMSBOK",2,"NA","TAI","2014-06-27"
"2014490629","RED","KANGAROO",24,"AU","SKP","2014-06-29"
"2014490629","EASTERN GREY","KANGAROO",150,"AU","SKP","2014-06-29"
"2014490735","OLIVE","FLOUNDER",198,"KR","LIV","2014-07-02"
"2014490735","","SEA PINEAPPLE",100,"KR","LIV","2014-07-02"
"2014491366","GREAT PEARL","OYSTER",262,"PH","JWL","2014-07-02"
"2014491366","ABALONE","SHELL",325,"NZ","JWL","2014-07-02"
"2014491366","","OYSTER",153,"PF","JWL","2014-07-02"
"2014491366","","SEA FAN",6,"CN","JWL","2014-07-02"
"2014491366","","OYSTER",6,"PH","JWL","2014-07-02"
"2014491367","EUROPEAN","RABBIT",298,"AU","GAR","2014-07-02"
"2014491367","AMERICAN","BEAVER",2,"CA","GAR","2014-07-02"
"2014491371","PEARL","MUSSEL",6624,"CN","SPR","2014-07-06"
"2014491371","PEARL","MUSSEL",3816,"CN","SPR","2014-07-06"
"2014491454","CHACMA","BABOON",1,"ZA","TRO","2014-06-13"
"2014491454","BURCHELL'S","ZEBRA",1,"ZA","SKI","2014-06-13"
"2014491454","","WATERBUCK",1,"ZA","TRO","2014-06-13"
"2014491454","COMMON","ELAND",1,"ZA","TRO","2014-06-13"
"2014491454","COMMON","WARTHOG",1,"ZA","TRO","2014-06-13"
"2014491618","","WAGTAIL",1,"IT","SPE","2014-07-08"
"2014491618","","WAGTAIL",3,"SE","SPE","2014-07-08"
"2014491618","","WAGTAIL",1,"KH","SPE","2014-07-08"
"2014491618","","WAGTAIL",3,"SE","SPE","2014-07-08"
"2014491629","CAPIZ","SHELL",145,"ID","SPR","2014-07-08"
"2014491630","GREAT PEARL","OYSTER",37,"VN","SPR","2014-07-08"
"2014491630","PEARL","MUSSEL",11,"VN","SPR","2014-07-08"
"2014491632","PEARL","MUSSEL",504,"CN","SPR","2014-07-08"
"2014491639","VERTAGUS","SHELL",384,"CN","SPR","2014-07-08"
"2014491639","","ARK",384,"CN","SPR","2014-07-08"
"2014491639","","SHELL",384,"CN","SPR","2014-07-08"
"2014492135","EURASIAN","ELK",2280,"FI","SHO","2014-07-08"
"2014492140","SOUTHERN AFRICAN","OSTRICH",370,"ZA","FEA","2014-07-08"
"2014492143","PEARL","MUSSEL",312,"CN","SPR","2014-07-08"
"2014492603","HARTMANN'S MT.","ZEBRA",3,"NA","TRO","2014-06-23"
"2014492603","COMMON","ELAND",1,"NA","TRO","2014-06-23"
"2014492603","","GEMSBOK",2,"NA","TRO","2014-06-23"
"2014492603","","SPRINGBOK",2,"NA","TRO","2014-06-23"
"2014492609","GREATER","KUDU",1,"NA","TRO","2014-06-23"
"2014492943","","BLESBOK",1,"ZA","TRO","2014-06-27"
"2014492943","GREATER","KUDU",1,"ZA","TRO","2014-06-27"
"2014492943","COMMON","ELAND",1,"ZA","TRO","2014-06-27"
"2014492943","BLUE","WILDEBEEST",1,"ZA","TRO","2014-06-27"
"2014492943","COMMON","WARTHOG",1,"ZA","TRO","2014-06-27"
"2014492943","","IMPALA",1,"ZA","TRO","2014-06-27"
"2014492943","AFRICAN","BUFFALO",1,"ZA","TRO","2014-06-27"
"2014492943","","GEMSBOK",1,"ZA","TRO","2014-06-27"
"2014492943","","HARTEBEEST",1,"ZA","TRO","2014-06-27"
"2014492943","BURCHELL'S","ZEBRA",1,"ZA","TRO","2014-06-27"
"2014492945","AFRICAN","BUFFALO",2,"ZA","FOO","2014-06-27"
"2014492945","COMMON","WARTHOG",1,"ZA","SKU","2014-06-27"
"2014492957","","BLESBOK",1,"ZA","TRO","2014-06-29"
"2014492957","BUSH","DUIKER",1,"ZA","TRO","2014-06-29"
"2014492957","","GEMSBOK",1,"ZA","TRO","2014-06-29"
"2014492957","","NYALA",1,"ZA","TRO","2014-06-29"
"2014492957","","SPRINGBOK",2,"ZA","TRO","2014-06-29"
"2014493037","TROCA","SHELL",48,"ID","SPR","2014-07-06"
"2014493176","PEARL","MUSSEL",70,"CN","SPR","2014-07-09"
"2014493179","VERTAGUS","SHELL",504,"CN","SPR","2014-07-11"
"2014493179","","ARK",504,"CN","SPR","2014-07-11"
"2014493179","","BUBBLESHELL",504,"CN","SPR","2014-07-11"
"2014493400","AFRICAN","LION",1,"ZA","TRO","2014-06-12"
"2014493400","BLUE","WILDEBEEST",1,"ZA","TRO","2014-06-12"
"2014493400","AFRICAN","BUFFALO",1,"ZA","TRO","2014-06-12"
"2014493400","","GEMSBOK",1,"ZA","TRO","2014-06-12"
"2014493400","GREATER","KUDU",1,"ZA","TRO","2014-06-12"
"2014493400","SOUTHERN AFRICAN","OSTRICH",2,"ZA","TRO","2014-06-12"
"2014493400","BURCHELL'S","ZEBRA",1,"ZA","TRO","2014-06-12"
"2014493400","","NYALA",1,"ZA","TRO","2014-06-12"
"2014493401","AFRICAN","BUFFALO",2,"ZA","LPL","2014-06-12"
"2014493401","","GEMSBOK",1,"ZA","LPL","2014-06-12"
"2014493401","SOUTHERN AFRICAN","OSTRICH",2,"ZA","LPL","2014-06-12"
"2014493401","BURCHELL'S","ZEBRA",4,"ZA","LPL","2014-06-12"
"2014494078","","ELK",1,"AU","TRO","2014-07-07"
"2014494078","DOMESTIC WATER","BUFFALO",1,"AU","TRO","2014-07-07"
"2014494078","FALLOW","DEER",1,"AU","TRO","2014-07-07"
"2014494078","JAVAN","RUSA",1,"AU","TRO","2014-07-07"
"2014494107","AMERICAN","MINK",1110,"DK","SKI","2014-07-06"
"2014494522","PEARL","MUSSEL",900,"CN","SPR","2014-07-07"
"2014494522","PEARL","MUSSEL",864,"CN","SPR","2014-07-07"
"2014494525","CAPIZ","SHELL",162,"ID","SPR","2014-07-13"
"2014494729","CRABS,LOBSTERS,","CRUSTACEANS",120,"PH","LIV","2014-07-10"
"2014494729","SHELLS","MOLLUSCS",118,"PH","LIV","2014-07-10"
"2014494729","","FIREFISH",2,"PH","LIV","2014-07-10"
"2014494729","FU MANCHU","LIONFISH",1,"PH","LIV","2014-07-10"
"2014494729","ANTENNATA","LIONFISH",1,"PH","LIV","2014-07-10"
"2014494729","DWARF","LIONFISH",2,"PH","LIV","2014-07-10"
"2014494864","PEARL","MUSSEL",18576,"CN","SPR","2014-07-13"
"2014494864","PEARL","MUSSEL",1440,"CN","SPR","2014-07-13"
"2014494865","GREAT PEARL","OYSTER",343,"PH","JWL","2014-07-09"
"2014494865","ABALONE","SHELL",270,"NZ","JWL","2014-07-09"
"2014494865","","OYSTER",58,"PF","JWL","2014-07-09"
"2014494865","","SEA FAN",28,"CN","JWL","2014-07-09"
"2014494865","","OYSTER",64,"PH","JWL","2014-07-09"
"2014495225","GREAT PEARL","OYSTER",94,"PH","JWL","2014-07-11"
"2014495225","ABALONE","SHELL",84,"NZ","JWL","2014-07-11"
"2014495225","","OYSTER",29,"PF","JWL","2014-07-11"
"2014495325","","GEODUCK",150000,"CA","LIV","2014-07-11"
"2014495971","GREAT PEARL","OYSTER",142,"VN","SPR","2014-07-16"
"2014495988","","COWRIE",1416,"IN","SPR","2014-07-17"
"2014495988","GREAT SCREW","SHELL",1416,"IN","SPR","2014-07-17"
"2014495997","VERTAGUS","SHELL",840,"CN","SPR","2014-07-16"
"2014495997","","ARK",840,"CN","SPR","2014-07-16"
"2014495997","","SHELL",840,"CN","SPR","2014-07-16"
"2014496326","GIANT AFRICAN","SNAIL",63,"GH","MEA","2014-07-07"
"2014496326","GIANT AFRICAN","SNAIL",5,"GH","SHE","2014-07-07"
"2014496826","RADIATED RAT","SNAKE",708,"ID","SHO","2014-07-13"
"2014497226","SOUTHERN AFRICAN","OSTRICH",3600,"CN","FEA","2014-07-10"
"2014497783","BLUE","WILDEBEEST",1,"ZA","TRO","2014-07-13"
"2014497783","","IMPALA",1,"ZA","TRO","2014-07-13"
"2014497783","COMMON","WARTHOG",1,"ZA","TRO","2014-07-13"
"2014497789","","IMPALA",1,"ZA","TRO","2014-07-13"
"2014497789","BURCHELL'S","ZEBRA",1,"ZA","TRO","2014-07-13"
"2014497801","CHACMA","BABOON",1,"ZA","SKU","2014-06-13"
"2014497801","BURCHELL'S","ZEBRA",1,"ZA","SKI","2014-06-13"
"2014497801","","BUSHBUCK",1,"ZA","TRO","2014-06-13"
"2014497801","","WATERBUCK",1,"ZA","TRO","2014-06-13"
"2014497801","","BLESBOK",1,"ZA","TRO","2014-06-13"
"2014497801","","GEMSBOK",1,"ZA","TRO","2014-06-13"
"2014497801","GREATER","KUDU",1,"ZA","TRO","2014-06-13"
"2014497801","","IMPALA",1,"ZA","TRO","2014-06-13"
"2014497945","OLIVE","FLOUNDER",72,"KR","LIV","2014-07-17"
"2014497945","RIDGED-EYE","FLOUNDER",20,"KR","LIV","2014-07-17"
"2014497945","WHIPARM","OCTOPUS",15,"KR","LIV","2014-07-17"
"2014497975","GREAT PEARL","OYSTER",136,"PH","JWL","2014-07-16"
"2014497975","ABALONE","SHELL",106,"NZ","JWL","2014-07-16"
"2014497975","","OYSTER",46,"PF","JWL","2014-07-16"
"2014497975","","SEA FAN",6,"CN","JWL","2014-07-16"
"2014497975","","OYSTER",16,"PH","JWL","2014-07-16"
"2014497980","RACCOON","DOG",30,"FI","TRI","2014-07-13"
"2014498195","COMMON","REEDBUCK",1,"ZA","TRO","2014-07-15"
"2014498195","","IMPALA",1,"ZA","TRO","2014-07-15"
"2014498195","","BLESBOK",1,"ZA","TRO","2014-07-15"
"2014498195","","QUAGGA",1,"ZA","TRO","2014-07-15"
"2014498195","","GEMSBOK",1,"ZA","TRO","2014-07-15"
"2014498195","MOUNTAIN","REEDBUCK",1,"ZA","TRO","2014-07-15"
"2014498195","BLUE","WILDEBEEST",1,"ZA","TRO","2014-07-15"
"2014498200","MASKED WATER","SNAKE",552,"ID","SHO","2014-07-15"
"2014498523","ZAIRE DWARF CLAWED","FROG",150,"SG","LIV","2014-07-16"
"2014498523","","CARIDINA",400,"SG","LIV","2014-07-16"
"2014498523","","CARIDINA",450,"SG","LIV","2014-07-16"
"2014498523","ASIAN FAN","SHRIMP",50,"SG","LIV","2014-07-16"
"2014498739","","ELK",2,"AR","TRO","2014-07-07"
"2014498739","","BLACKBUCK",1,"AR","TRO","2014-07-07"
"2014498739","","CHITAL",1,"AR","TRO","2014-07-07"
"2014498739","FALLOW","DEER",1,"AR","TRO","2014-07-07"
"2014498739","DOMESTIC WATER","BUFFALO",2,"AR","TRO","2014-07-07"
"2014499250","SOUTHERN AFRICAN","OSTRICH",648,"ZA","FEA","2014-07-21"
"2014499251","PEARL","MUSSEL",2160,"CN","SPR","2014-07-22"
"2014499564","","STARFISH",9936,"PH","BOD","2014-07-21"
"2014499999","","STARFISH",19680,"PH","BOD","2014-07-15"
"2014499999","SHELLS","MOLLUSCS",7240,"PH","SPR","2014-07-15"
"2014500002","","HARTEBEEST",1,"ZA","TRO","2014-07-17"
"2014500002","COMMON","WARTHOG",1,"ZA","TRO","2014-07-17"
"2014500002","BURCHELL'S","ZEBRA",1,"ZA","TRO","2014-07-17"
"2014500002","BLACK","WILDEBEEST",1,"ZA","TRO","2014-07-17"
"2014500002","","IMPALA",1,"ZA","TRO","2014-07-17"
"2014500002","GREATER","KUDU",1,"ZA","TRO","2014-07-17"
"2014500003","","BLESBOK",1,"ZA","TRO","2014-07-17"
"2014500003","","IMPALA",1,"ZA","TRO","2014-07-17"
"2014500003","GREATER","KUDU",3,"ZA","TRO","2014-07-17"
"2014500003","","HARTEBEEST",1,"ZA","TRO","2014-07-17"
"2014500003","BLACK","WILDEBEEST",2,"ZA","TRO","2014-07-17"
"2014500005","BLUE","WILDEBEEST",3,"ZA","LPL","2014-07-17"
"2014500006","CAPIZ","SHELL",1584,"PH","SPR","2014-07-24"
"2014500011","WESTERN GREY","KANGAROO",630,"AU","SHO","2014-07-19"
"2014500085","","ELK",2,"NZ","TRO","2014-07-09"
"2014500238","TROCHA","SHELL",79478,"ID","SPR","2014-07-24"
"2014500238","TROCHA","SHELL",476,"ID","SPR","2014-07-24"
"2014500239","","OYSTER",10416,"ID","SPR","2014-07-24"
"2014500242","TROCHA","SHELL",2989,"ID","SPR","2014-07-24"
"2014500244","GREAT PEARL","OYSTER",356,"PH","JWL","2014-07-20"
"2014500244","ABALONE","SHELL",313,"NZ","JWL","2014-07-20"
"2014500244","","OYSTER",150,"PF","JWL","2014-07-20"
"2014500244","","SEA FAN",20,"CN","JWL","2014-07-20"
"2014500244","","OYSTER",18,"PH","JWL","2014-07-20"
"2014500250","","OYSTER",24,"AU","SPR","2014-07-11"
"2014500751","EURASIAN","ELK",14604,"FI","SHO","2014-07-17"
"2014500921","SOUTHERN AFRICAN","OSTRICH",1,"ZA","TRO","2014-07-18"
"2014500921","","IMPALA",1,"ZA","TRO","2014-07-18"
"2014500921","","HARTEBEEST",1,"ZA","TRO","2014-07-18"
"2014500921","","WATERBUCK",1,"ZA","TRO","2014-07-18"
"2014500921","","BUSHBUCK",1,"ZA","TRO","2014-07-18"
"2014500926","","BLESBOK",1,"ZA","TRO","2014-07-18"
"2014500926","","IMPALA",1,"ZA","TRO","2014-07-18"
"2014500926","","SPRINGBOK",1,"ZA","TRO","2014-07-18"
"2014500926","","HARTEBEEST",1,"ZA","TRO","2014-07-18"
"2014500926","","WATERBUCK",1,"ZA","TRO","2014-07-18"
"2014500930","GREATER","KUDU",2,"ZA","TRO","2014-07-18"
"2014500930","","GEMSBOK",2,"ZA","TRO","2014-07-18"
"2014500930","","IMPALA",2,"ZA","TRO","2014-07-18"
"2014500930","","SPRINGBOK",1,"ZA","TRO","2014-07-18"
"2014500930","MOUNTAIN","REEDBUCK",1,"ZA","TRO","2014-07-18"
"2014500930","","BLESBOK",1,"ZA","TRO","2014-07-18"
"2014500933","SOUTHERN AFRICAN","OSTRICH",264000,"ZA","FEA","2014-07-21"
"2014501547","CAPIZ","SHELL",82,"ID","SPR","2014-07-26"
"2014501650","OLIVE","FLOUNDER",122,"KR","LIV","2014-07-23"
"2014501779","","ELK",1,"NZ","TRO","2014-07-19"
"2014501779","FALLOW","DEER",2,"NZ","TRO","2014-07-19"
"2014501779","ALPINE","CHAMOIS",1,"NZ","TRO","2014-07-19"
"2014501779","HIMILAYAN","TAHR",1,"NZ","TRO","2014-07-19"
"2014501780","","ELK",1,"NZ","TRO","2014-07-19"
"2014501780","FALLOW","DEER",1,"NZ","TRO","2014-07-19"
"2014501781","","ELK",2,"NZ","TRO","2014-07-19"
"2014501781","DOMESTIC","SHEEP",1,"NZ","TRO","2014-07-19"
"2014501781","FALLOW","DEER",1,"NZ","TRO","2014-07-19"
"2014502052","HONEY","BADGER",1,"ZA","TRO","2014-07-17"
"2014502052","AFRICAN","CIVET",1,"ZA","TRO","2014-07-17"
"2014502201","RADIATED RAT","SNAKE",560,"ID","SHO","2014-07-23"
"2014502486","","GEODUCK",165000,"CA","LIV","2014-07-24"
"2014502975","EUROPEAN BROWN","BEAR",1,"RO","TRO","2014-07-13"
"2014502980","","WOLF",1,"CA","RUG","2014-07-23"
"2014502989","","WOLF",4,"CA","SKI","2014-07-22"
"2014502989","","WOLVERINE",2,"CA","SKI","2014-07-22"
"2014503003","GREAT PEARL","OYSTER",274,"PH","JWL","2014-07-25"
"2014503003","ABALONE","SHELL",186,"NZ","JWL","2014-07-25"
"2014503003","","OYSTER",65,"PF","JWL","2014-07-25"
"2014503003","","OYSTER",36,"PH","JWL","2014-07-25"
"2014503483","","OYSTER",1503,"JP","SPR","2014-07-31"
"2014503483","TROCHA","SHELL",1203,"JP","SPR","2014-07-31"
"2014503483","TROCHA","SHELL",8304,"JP","SPR","2014-07-31"
"2014503491","GREAT PEARL","OYSTER",192,"IN","SPR","2014-07-31"
"2014503496","","OYSTER",1128,"IN","SPR","2014-07-31"
"2014503704","HARTMANN'S MT.","ZEBRA",1,"NA","TRO","2014-07-21"
"2014503704","","BLESBOK",1,"NA","TRO","2014-07-21"
"2014503704","","IMPALA",1,"NA","TRO","2014-07-21"
"2014503704","","GEMSBOK",1,"NA","TRO","2014-07-21"
"2014503704","","HARTEBEEST",1,"NA","TRO","2014-07-21"
"2014503704","","SPRINGBOK",2,"NA","TRO","2014-07-21"
"2014503704","","STEENBOK",1,"NA","TRO","2014-07-21"
"2014503704","BLACK","WILDEBEEST",1,"NA","TRO","2014-07-21"
"2014503704","BLUE","WILDEBEEST",1,"NA","TRO","2014-07-21"
"2014503704","KIRK'S","DIKDIK",1,"NA","TRO","2014-07-21"
"2014503704","BLACK-BACKED","JACKAL",2,"NA","TRO","2014-07-21"
"2014503704","","KLIPSPRINGER",1,"NA","TRO","2014-07-21"
"2014503710","GREAT PEARL","OYSTER",37,"PH","JWL","2014-07-27"
"2014503710","ABALONE","SHELL",30,"NZ","JWL","2014-07-27"
"2014503710","","OYSTER",14,"PF","JWL","2014-07-27"
"2014503710","","OYSTER",4,"PH","JWL","2014-07-27"
"2014504369","AFRICAN","ELEPHANT",106,"XX","IVP","2014-07-23"
"2014504398","ASIAN FAN","SHRIMP",100,"TH","LIV","2014-07-29"
"2014504492","AFRICAN","BUFFALO",1,"ZA","TRO","2014-07-25"
"2014504500","GREATER","KUDU",1,"ZA","TRO","2014-07-25"
"2014504500","","GEMSBOK",1,"ZA","TRO","2014-07-25"
"2014504500","","SPRINGBOK",1,"ZA","TRO","2014-07-25"
"2014504500","","IMPALA",1,"ZA","TRO","2014-07-25"
"2014504500","BLUE","WILDEBEEST",1,"ZA","TRO","2014-07-25"
"2014504507","RADIATED RAT","SNAKE",1372,"ID","SHO","2014-07-27"
"2014504946","GREAT PEARL","OYSTER",514,"VN","SPR","2014-08-03"
"2014505285","CAPIZ","SHELL",355,"PH","SPR","2014-07-29"
"2014505635","","GEODUCK",165000,"CA","LIV","2014-07-31"
"2014505647","FAT","HORSEMUSSEL",1281,"CN","SHE","2014-08-02"
"2014505907","","GEMSBOK",1,"ZA","TRO","2014-07-28"
"2014505907","","IMPALA",1,"ZA","TRO","2014-07-28"
"2014505907","GREATER","KUDU",1,"ZA","TRO","2014-07-28"
"2014505907","","NYALA",1,"ZA","TRO","2014-07-28"
"2014505907","SOUTHERN SAVANNA","MONITOR",1,"ZA","TRO","2014-07-28"
"2014505910","","GEMSBOK",1,"ZA","LPL","2014-07-28"
"2014506658","","OYSTER",24,"AU","SPR","2014-07-11"
"2014506723","","BLESBOK",1,"ZA","TRO","2014-07-30"
"2014506723","BLUE","WILDEBEEST",1,"ZA","TRO","2014-07-30"
"2014506723","","GEMSBOK",1,"ZA","TRO","2014-07-30"
"2014506723","","IMPALA",2,"ZA","TRO","2014-07-30"
"2014506723","GREATER","KUDU",1,"ZA","TRO","2014-07-30"
"2014506723","","HARTEBEEST",1,"ZA","TRO","2014-07-30"
"2014506723","","STEENBOK",2,"ZA","TRO","2014-07-30"
"2014506723","COMMON","WARTHOG",1,"ZA","SKU","2014-07-30"
"2014506723","","WATERBUCK",1,"ZA","TRO","2014-07-30"
"2014506723","BURCHELL'S","ZEBRA",1,"ZA","SKI","2014-07-30"
"2014507191","EUROPEAN","RABBIT",406,"AU","GAR","2014-07-31"
"2014507191","AMERICAN","BEAVER",1,"CA","GAR","2014-07-31"
"2014507192","GREAT PEARL","OYSTER",223,"PH","JWL","2014-08-01"
"2014507192","ABALONE","SHELL",270,"NZ","JWL","2014-08-01"
"2014507192","","OYSTER",103,"PF","JWL","2014-08-01"
"2014507192","","SEA FAN",7,"CN","JWL","2014-08-01"
"2014507192","","OYSTER",12,"PH","JWL","2014-08-01"
"2014507412","BRINE","SHRIMP",3974,"CN","EGL","2014-07-26"
"2014507414","CAPIZ","SHELL",450,"PH","SPR","2014-07-29"
"2014507417","COMMON","PHEASANT",288,"CN","FEA","2014-08-03"
"2014508028","","WILDCAT",1,"NA","TRO","2014-07-28"
"2014508028","","GEMSBOK",2,"NA","TRO","2014-07-28"
"2014508028","","SPRINGBOK",2,"NA","TRO","2014-07-28"
"2014508028","","STEENBOK",2,"NA","TRO","2014-07-28"
"2014508028","DESERT","WARTHOG",2,"NA","TRO","2014-07-28"
"2014508028","CAPE","PORCUPINE",1,"NA","TRO","2014-07-28"
"2014508028","COMMON","GENET",1,"NA","TRO","2014-07-28"
"2014508029","","GEMSBOK",1,"NA","SKI","2014-07-28"
"2014508078","","STARFISH",1200,"CN","BOD","2014-08-03"
"2014508078","SHELLS","MOLLUSCS",1200,"CN","SPR","2014-08-03"
"2014508114","RADIATED RAT","SNAKE",4038,"ID","SHO","2014-08-06"
"2014508152","","ELK",2,"NZ","TRO","2014-07-26"
"2014508155","","ELK",2,"NZ","TRO","2014-07-24"
"2014508155","HIMILAYAN","TAHR",2,"NZ","TRO","2014-07-24"
"2014508155","","DEER",2,"NZ","TRO","2014-07-24"
"2014508155","FALLOW","DEER",1,"NZ","TRO","2014-07-24"
"2014508155","WILD","BOAR",1,"NZ","TRO","2014-07-24"
"2014508157","","ELK",2,"NZ","TRO","2014-07-24"
"2014508157","HIMILAYAN","TAHR",3,"NZ","TRO","2014-07-24"
"2014508157","ALPINE","CHAMOIS",2,"NZ","TRO","2014-07-24"
"2014508157","FALLOW","DEER",4,"NZ","TRO","2014-07-24"
"2014508221","","ELK",2,"NZ","TRO","2014-07-23"
"2014508221","FALLOW","DEER",1,"NZ","TRO","2014-07-23"
"2014508250","","ELK",1,"NZ","TRO","2014-07-30"
"2014508253","","ELK",1,"NZ","TRO","2014-07-30"
"2014508255","","GEODUCK",100000,"CA","LIV","2014-08-07"
"2014508852","PEARL","MUSSEL",8,"CN","SPR","2014-08-09"
"2014508855","ARCTIC","FOX",1023,"FI","TRI","2014-08-04"
"2014508855","EUROPEAN","RABBIT",307,"CN","TRI","2014-08-04"
"2014508883","COMMON","ELAND",1,"ZA","TRO","2014-08-04"
"2014508883","","IMPALA",1,"ZA","TRO","2014-08-04"
"2014508883","","WATERBUCK",2,"ZA","TRO","2014-08-04"
"2014508883","","BLESBOK",1,"ZA","TRO","2014-08-04"
"2014508902","BRINE","SHRIMP",6800,"CN","EGL","2014-08-05"
"2014508908","COMMON","WARTHOG",1,"ZA","TRO","2014-08-04"
"2014508908","SABLE","ANTELOPE",1,"ZA","TRO","2014-08-04"
"2014508911","GREAT PEARL","OYSTER",387,"PH","JWL","2014-08-06"
"2014508911","ABALONE","SHELL",342,"NZ","JWL","2014-08-06"
"2014508911","","OYSTER",116,"PF","JWL","2014-08-06"
"2014508911","","SEA FAN",15,"CN","JWL","2014-08-06"
"2014508911","","OYSTER",59,"PH","JWL","2014-08-06"
"2014508963","AMERICAN","MINK",126,"CN","HAP","2014-07-24"
"2014509008","OLIVE","FLOUNDER",124,"KR","LIV","2014-08-06"
"2014509008","WHIPARM","OCTOPUS",15,"KR","LIV","2014-08-06"
"2014509605","TROCHA","SHELL",4840,"JP","SPR","2014-08-06"
"2014509650","ZAIRE DWARF CLAWED","FROG",150,"SG","LIV","2014-08-07"
"2014509650","","CARIDINA",300,"SG","LIV","2014-08-07"
"2014509650","","CARIDINA",250,"SG","LIV","2014-08-07"
"2014510208","N. AMERICAN BROWN","BEAR",1,"CA","SKP","2014-08-01"
"2014510211","AMERICAN","BEAVER",2,"CA","SKI","2014-07-30"
"2014510918","TROCHA","SHELL",246,"JP","SPR","2014-08-12"
"2014510927","VERTAGUS","SHELL",504,"CN","SPR","2014-08-11"
"2014510927","","ARK",504,"CN","SPR","2014-08-11"
"2014510927","","SHELL",504,"CN","SPR","2014-08-11"
"2014510943","","ELK",2,"NZ","TRO","2014-07-31"
"2014510943","HIMILAYAN","TAHR",1,"NZ","TRO","2014-07-31"
"2014510943","ALPINE","CHAMOIS",1,"NZ","TRO","2014-07-31"
"2014510943","","DEER",1,"NZ","TRO","2014-07-31"
"2014510943","FALLOW","DEER",1,"NZ","TRO","2014-07-31"
"2014510943","DOMESTIC","SHEEP",1,"NZ","TRO","2014-07-31"
"2014510949","GREAT PEARL","OYSTER",18621,"ID","SPR","2014-08-08"
"2014510954","TROCHA","SHELL",7910,"JP","SPR","2014-08-09"
"2014511587","AFRICAN","LION",2,"ZA","TRO","2014-03-29"
"2014511587","","BUSHBUCK",1,"ZA","TRO","2014-03-29"
"2014511587","CAPE","GRYSBOK",1,"ZA","TRO","2014-03-29"
"2014511587","","KLIPSPRINGER",2,"ZA","TRO","2014-03-29"
"2014511587","MOUNTAIN","REEDBUCK",1,"ZA","TRO","2014-03-29"
"2014511587","VAAL","RHEBOK",1,"ZA","TRO","2014-03-29"
"2014511587","CAPE","PORCUPINE",1,"ZA","TRO","2014-03-29"
"2014511587","BLACK","WILDEBEEST",1,"ZA","TRO","2014-03-29"
"2014511587","","BONTEBOK",1,"ZA","TRO","2014-03-29"
"2014511587","","BLESBOK",1,"ZA","TRO","2014-03-29"
"2014511587","","LECHWE",1,"ZA","TRO","2014-03-29"
"2014511587","SOUTHERN","REEDBUCK",2,"ZA","TRO","2014-03-29"
"2014511675","INDIAN","PEAFOWL",1419,"CN","FEA","2014-08-03"
"2014511675","COMMON","PHEASANT",1419,"CN","FEA","2014-08-03"
"2014513089","","GEODUCK",160000,"CA","LIV","2014-08-13"
"2014513120","DOMESTIC WATER","BUFFALO",1,"AR","TRO","2014-08-02"
"2014513143","GREAT PEARL","OYSTER",239,"PH","JWL","2014-08-10"
