"rate_spread","population","minority_population","loan_amount","median_family_income","applicant_income","state","year","applicant_race","applicant_ethnicity","company_name"
2.48,6966,30.20000076,133,58900,82,"TX",2014,"White","Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.23,7952,49.20000076,142,58900,102,"TX",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.07,2799,39.29999924,157,47100,106,"LA",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
1.53,4733,33.25999832,152,56300,64,"AZ",2014,"White","Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.47,3442,19.79000092,119,68700,54,"TX",2014,"White","Hispanic or Latino","COUNTRYPLACE MORTGAGE"
1.65,8459,19.26000023,123,55300,69,"TX",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.02,6858,39.65000153,110,57000,58,"NC",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.46,7237,7.880000114,108,63200,31,"FL",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.41,3414,59.02000046,119,63200,34,"FL",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.43,5595,7.789999962,138,63200,76,"FL",2014,"White","Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.43,3968,5.46999979,128,63200,66,"FL",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
3.96,4258,11.85999966,136,55200,55,"OR",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.43,5246,18.73999977,139,50400,82,"FL",2014,"White","Information not provided by applicant in mail, Internet, or telephone application","COUNTRYPLACE MORTGAGE"
2.36,4555,25.51000023,142,57300,45,"FL",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.29,5622,10.86999989,136,57300,50,"FL",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
4.84,3352,16.53000069,104,67000,54,"WA",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
1.96,3426,14.27000046,108,68700,201,"TX",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
1.68,3953,66.45999908,185,51700,46,"CA",2014,"White","Hispanic or Latino","COUNTRYPLACE MORTGAGE"
1.91,7451,10.05000019,121,53100,100,"OR",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
1.78,6825,21.62999916,159,47100,93,"LA",2014,"Black or African American","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
1.72,8814,39.22999954,257,53100,85,"OR",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.26,2078,8.659999847,119,45300,55,"AR",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
1.52,3808,24.61000061,206,53100,94,"OR",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.05,4223,34.95000076,378,53100,94,"OR",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
1.65,4726,39.74000168,123,68400,58,"TX",2014,"White","Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.09,7602,60.83000183,106,75400,54,"TX",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.26,8757,9.579999924,132,63200,39,"FL",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.2,7237,7.880000114,102,63200,40,"FL",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.05,12311,11.96000004,118,63200,59,"FL",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.39,3121,54.88999939,115,63200,56,"FL",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.54,9028,8.579999924,140,63200,85,"FL",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.3,4259,12.14000034,136,58600,97,"IL",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
1.94,5708,49.02000046,126,58800,33,"TX",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
1.92,4281,9.25,167,57300,50,"FL",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
5.19,4737,67.83000183,107,101900,70,"CA",2014,"Black or African American","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.05,8375,11.10000038,113,54600,37,"TX",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
1.52,3102,27.20999908,116,55300,65,"TX",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
1.62,2351,7.739999771,157,76700,75,"CO",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.03,11417,29.25,165,69900,94,"TX",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.18,9514,32.13000107,185,69900,84,"TX",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
1.97,6045,8.970000267,125,70000,49,"CO",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
1.54,6090,27.07999992,114,54800,44,"FL",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.17,8804,15.55000019,152,54800,75,"FL",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.3,4492,56.11999893,141,54800,40,"FL",2014,"White","Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.13,3602,11.98999977,128,57300,35,"FL",2014,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","COUNTRYPLACE MORTGAGE"
2.64,5706,29.27000046,157,57300,50,"FL",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
1.92,2628,43.61000061,143,51600,43,"TX",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.85,5240,66.37000275,102,101900,79,"CA",2014,"Information not provided by applicant in mail, Internet, or telephone application","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.2,2353,10.40999985,273,54700,68,"CA",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
6.36,6364,23.56999969,116,67000,48,"WA",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.25,4172,8.100000381,236,67000,103,"WA",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.44,3646,3.920000076,124,60700,67,"FL",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.12,11417,29.25,141,69900,53,"TX",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
1.95,4623,31.38999939,118,68400,91,"TX",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
4.84,7158,18.07999992,109,74200,67,"WA",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
1.84,3590,5.599999905,265,69400,88,"WA",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
4.37,2700,10.40999985,121,54700,77,"CA",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
1.85,7026,50.72999954,157,54700,47,"CA",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2,2958,4.940000057,135,52800,66,"ID",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.71,4697,24.79999924,150,57400,67,"FL",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
1.81,2020,14.01000023,123,57400,66,"FL",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.11,4661,20.14999962,127,57400,51,"FL",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.54,4526,18.46999931,140,57400,72,"FL",2014,"White","Information not provided by applicant in mail, Internet, or telephone application","COUNTRYPLACE MORTGAGE"
2.36,1362,36.49000168,103,69900,65,"TX",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
1.58,5708,49.02000046,124,58800,65,"TX",2014,"White","Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.27,3327,9.590000153,225,63100,52,"WA",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.1,8375,11.10000038,114,54600,56,"TX",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.24,4196,17.09000015,151,58700,59,"TX",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.82,4124,19.05999947,124,67000,63,"WA",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
1.77,4292,67.87000275,133,59400,68,"TX",2014,"White","Hispanic or Latino","COUNTRYPLACE MORTGAGE"
1.86,4789,15.90999985,158,51600,119,"TX",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.1,2296,29.13999939,130,51600,89,"TX",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.75,4397,71.06999969,196,51600,107,"TX",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.5,4986,13.06000042,103,65600,82,"TN",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
1.84,6572,43.20999908,106,58800,42,"TX",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
1.51,6234,65.05000305,127,58800,42,"TX",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
1.79,3717,25.29000092,147,58300,35,"WA",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
1.64,5109,27.80999947,133,51600,69,"TX",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.34,3250,3.880000114,103,57000,46,"MO",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.13,6860,26.54999924,120,54100,48,"TX",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
1.63,4652,13.31000042,123,58300,63,"WA",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.13,9912,39.06000137,130,58300,47,"WA",2014,"White","Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.28,3370,13.52999973,226,58300,68,"WA",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
1.5,4930,58.09000015,168,58300,101,"WA",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.06,6598,49.18000031,104,51600,73,"TX",2014,"Black or African American","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.14,10069,25.53000069,118,51600,51,"TX",2014,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","COUNTRYPLACE MORTGAGE"
1.93,5224,28.70999908,128,59500,56,"WA",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.31,6859,12.64999962,123,48700,39,"FL",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
1.77,4363,28.10000038,118,48700,64,"FL",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.24,3193,1.909999967,137,48800,111,"MO",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.16,4679,12.52000046,135,58000,39,"SC",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.56,8008,53.81000137,129,75400,45,"TX",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.04,6409,21.46999931,128,75400,68,"TX",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
1.6,7234,27.65999985,119,75400,60,"TX",2014,"White","Hispanic or Latino","COUNTRYPLACE MORTGAGE"
1.88,5657,20.57999992,108,75400,79,"TX",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
1.79,6879,23.21999931,142,69100,71,"TX",2014,"White","Not Hispanic or Latino","COUNTRYPLACE MORTGAGE"
1.58,3430,49.79999924,147,56300,50,"AZ",2014,"White","Hispanic or Latino","COUNTRYPLACE MORTGAGE"
2.61,6501,5.03000021,149,66900,88,"PA",2014,"White","Not Hispanic or Latino","CREST SAVINGS BANK (NJ)"
1.84,4767,3.440000057,149,56100,38,"IN",2014,"White","Not Hispanic or Latino","CROSSROADS BANK (IN)"
3.93,2371,25.52000046,137,69100,67,"TX",2014,"White","Not Hispanic or Latino","CYPRESS BANK"
2.37,7480,3.569999933,113,48800,54,"MO",2014,"White","Not Hispanic or Latino","DAS ACQUISITION COMPANY"
2.2,4248,1.980000019,117,48800,120,"MO",2014,"White","Not Hispanic or Latino","DAS ACQUISITION COMPANY"
2.25,3416,2.869999886,101,71000,30,"MO",2014,"White","Not Hispanic or Latino","DAS ACQUISITION COMPANY"
1.91,8180,6.110000134,163,71000,68,"MO",2014,"White","Not Hispanic or Latino","DAS ACQUISITION COMPANY"
1.82,6347,7.139999866,126,53400,73,"MO",2014,"White","Not Hispanic or Latino","DAS ACQUISITION COMPANY"
2.21,5641,34.70999908,128,63300,38,"FL",2014,"White","Not Hispanic or Latino","DAS ACQUISITION COMPANY"
1.61,5977,5.46999979,159,63700,,"IN",2014,"White","Not Hispanic or Latino","DEMOTTE STATE BANK (IN)"
1.73,3815,30.55999947,208,73800,61,"AK",2014,"White","Information not provided by applicant in mail, Internet, or telephone application","DENALI ALASKAN F.C.U. (AK)"
3.16,4648,52.36999893,122,59800,81,"MS",2014,"White","Not Hispanic or Latino","DESOTO COUNTY BANK (MS)"
2.03,4939,2.75,128,69400,42,"OH",2014,"White","Not Hispanic or Latino","DEVELOPER'S MORTGAGE COMPANY (OH)"
1.95,7182,35.29999924,118,74000,25,"WA",2014,"White","Not Hispanic or Latino","DIRECTORS MORTGAGE"
1.87,2165,10.30000019,133,53100,68,"OR",2014,"White","Not Hispanic or Latino","DIRECTORS MORTGAGE"
2.13,4865,9.890000343,118,62400,40,"OR",2014,"White","Not Hispanic or Latino","DIRECTORS MORTGAGE"
2,5667,53.49000168,193,53100,40,"OR",2014,"White","Hispanic or Latino","DIRECTORS MORTGAGE"
2.16,3347,11.05000019,167,53100,140,"OR",2014,"White","Not Hispanic or Latino","DIRECTORS MORTGAGE"
1.66,3530,5.78000021,131,53100,62,"OR",2014,"White","Not Hispanic or Latino","DIRECTORS MORTGAGE"
2.13,2859,20.56999969,166,53100,84,"OR",2014,"White","Not Hispanic or Latino","DIRECTORS MORTGAGE"
2.13,5154,5.940000057,160,69400,44,"WA",2014,"White","Not Hispanic or Latino","DIRECTORS MORTGAGE"
1.63,3658,6.099999905,255,69400,50,"WA",2014,"White","Not Hispanic or Latino","DIRECTORS MORTGAGE"
1.71,4546,8.470000267,227,88200,50,"WA",2014,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","DIRECTORS MORTGAGE"
1.78,1308,4.739999771,222,64200,110,"ND",2014,"White","Not Hispanic or Latino","DUBUQUE BANK & TRUST CO. (IA)"
1.78,1308,4.739999771,252,64200,108,"ND",2014,"White","Not Hispanic or Latino","DUBUQUE BANK & TRUST CO. (IA)"
1.78,2278,27.52000046,191,57900,75,"NV",2014,"White","Not Hispanic or Latino","DUBUQUE BANK & TRUST CO. (IA)"
1.9,6116,31.32999992,165,57900,56,"NV",2014,"White","Not Hispanic or Latino","DUBUQUE BANK & TRUST CO. (IA)"
1.75,6116,31.32999992,157,57900,70,"NV",2014,"White","Not Hispanic or Latino","DUBUQUE BANK & TRUST CO. (IA)"
1.82,1308,4.739999771,257,64200,175,"ND",2014,"White","Not Hispanic or Latino","DUBUQUE BANK & TRUST CO. (IA)"
1.65,7025,7.420000076,120,58300,29,"MT",2014,"White","Information not provided by applicant in mail, Internet, or telephone application","DUBUQUE BANK & TRUST CO. (IA)"
1.55,5988,4.389999866,156,58300,38,"MT",2014,"White","Not Hispanic or Latino","DUBUQUE BANK & TRUST CO. (IA)"
1.74,4543,6.300000191,122,58300,143,"MT",2014,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","DUBUQUE BANK & TRUST CO. (IA)"
2.19,6854,46.61999893,152,57800,53,"NM",2014,"White","Not Hispanic or Latino","DUBUQUE BANK & TRUST CO. (IA)"
1.58,4655,6.639999866,200,58300,96,"MT",2014,"White","Not Hispanic or Latino","DUBUQUE BANK & TRUST CO. (IA)"
1.97,4377,16.59000015,103,56200,41,"MT",2014,"White","Not Hispanic or Latino","DUBUQUE BANK & TRUST CO. (IA)"
1.64,4815,8.100000381,159,58300,50,"MT",2014,"White","Not Hispanic or Latino","DUBUQUE BANK & TRUST CO. (IA)"
1.56,6474,8.869999886,180,64200,118,"ND",2014,"White","Not Hispanic or Latino","DUBUQUE BANK & TRUST CO. (IA)"
1.78,6382,34.38000107,109,67400,101,"NV",2014,"White","Not Hispanic or Latino","DUBUQUE BANK & TRUST CO. (IA)"
1.59,10653,20.11000061,206,57900,73,"NV",2014,"White","Not Hispanic or Latino","DUBUQUE BANK & TRUST CO. (IA)"
2.02,6753,31.80999947,128,57900,39,"NV",2014,"White","Hispanic or Latino","DUBUQUE BANK & TRUST CO. (IA)"
1.77,6116,31.32999992,172,57900,95,"NV",2014,"White","Not Hispanic or Latino","DUBUQUE BANK & TRUST CO. (IA)"
1.85,6116,31.32999992,255,57900,109,"NV",2014,"White","Not Hispanic or Latino","DUBUQUE BANK & TRUST CO. (IA)"
1.56,3992,5.159999847,203,64200,119,"ND",2014,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","DUBUQUE BANK & TRUST CO. (IA)"
1.57,1308,4.739999771,188,64200,75,"ND",2014,"White","Not Hispanic or Latino","DUBUQUE BANK & TRUST CO. (IA)"
1.56,3546,24.07999992,172,57900,77,"NV",2014,"White","Not Hispanic or Latino","DUBUQUE BANK & TRUST CO. (IA)"
1.52,3546,24.07999992,103,57900,44,"NV",2014,"White","Not Hispanic or Latino","DUBUQUE BANK & TRUST CO. (IA)"
1.81,1308,4.739999771,217,64200,103,"ND",2014,"White","Not Hispanic or Latino","DUBUQUE BANK & TRUST CO. (IA)"
1.91,4136,6.360000134,221,67500,67,"WY",2014,"White","Not Hispanic or Latino","DUBUQUE BANK & TRUST CO. (IA)"
1.53,5787,5.360000134,104,50600,42,"VA",2014,"White","Not Hispanic or Latino","EASTMAN CREDIT UNION (TN)"
1.75,4823,3.630000114,112,58200,52,"NY",2014,"White","Not Hispanic or Latino","ELMIRA SAVINGS BANK (NY)"
1.65,4823,3.630000114,109,58200,51,"NY",2014,"White","Not Hispanic or Latino","ELMIRA SAVINGS BANK (NY)"
1.59,4940,3.460000038,162,58200,50,"NY",2014,"White","Not Hispanic or Latino","ELMIRA SAVINGS BANK (NY)"
1.72,3192,2.380000114,113,58200,35,"NY",2014,"White","Not Hispanic or Latino","ELMIRA SAVINGS BANK (NY)"
1.68,3974,2.890000105,143,54100,48,"PA",2014,"White","Not Hispanic or Latino","ELMIRA SAVINGS BANK (NY)"
1.7,5251,2.420000076,161,54100,77,"PA",2014,"White","Not Hispanic or Latino","ELMIRA SAVINGS BANK (NY)"
1.57,3519,4.059999943,107,63400,91,"NY",2014,"White","Hispanic or Latino","ELMIRA SAVINGS BANK (NY)"
3.48,4479,85.70999908,147,35000,88,"TX",2014,"White","Not Hispanic or Latino","ELSA STATE BANK & TRUST CO (TX)"
2.15,2541,16.02000046,104,57600,36,"CO",2014,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","ENT FEDERAL CREDIT UNION (CO)"
2.04,4289,15.03999996,131,70000,32,"CO",2014,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","ENT FEDERAL CREDIT UNION (CO)"
2,6535,9.180000305,157,70000,36,"CO",2014,"White","Not Hispanic or Latino","ENT FEDERAL CREDIT UNION (CO)"
1.97,4149,15.10999966,168,70000,63,"CO",2014,"White","Not Hispanic or Latino","ENT FEDERAL CREDIT UNION (CO)"
2.01,5889,6.71999979,112,56000,40,"NC",2014,"White","Not Hispanic or Latino","ENVOY MORTGAGE"
1.66,3991,2.579999924,154,86600,74,"NH",2014,"Black or African American","Not Hispanic or Latino","ENVOY MORTGAGE"
2.12,6786,3.630000114,118,86600,52,"NH",2014,"White","Not Hispanic or Latino","ENVOY MORTGAGE"
2.21,7907,22.64999962,196,68400,126,"TX",2014,"White","Not Hispanic or Latino","ENVOY MORTGAGE"
2.1,4965,20.20000076,193,58300,41,"WA",2014,"White","Not Hispanic or Latino","ENVOY MORTGAGE"
1.8,6218,25.75,188,60700,156,"CA",2014,"White","Not Hispanic or Latino","ENVOY MORTGAGE"
1.84,7034,43.93000031,179,60700,79,"CA",2014,"White","Not Hispanic or Latino","ENVOY MORTGAGE"
1.99,5093,31.82999992,151,60700,60,"CA",2014,"White","Not Hispanic or Latino","ENVOY MORTGAGE"
1.93,5093,31.82999992,183,60700,63,"CA",2014,"White","Not Hispanic or Latino","ENVOY MORTGAGE"
2,5093,31.82999992,226,60700,77,"CA",2014,"White","Not Hispanic or Latino","ENVOY MORTGAGE"
2,5993,48.91999817,218,60700,113,"CA",2014,"White","Hispanic or Latino","ENVOY MORTGAGE"
1.75,5237,14.43999958,266,88200,120,"WA",2014,"White","Not Hispanic or Latino","EQUITY HOME MORTGAGE"
2.28,13728,36.81999969,150,66400,54,"LA",2014,"White","Not Hispanic or Latino","EUSTIS MORTGAGE CORPORATION (LA)"
2.47,6353,23.03000069,136,58300,53,"LA",2014,"White","Not Hispanic or Latino","EUSTIS MORTGAGE CORPORATION (LA)"
2.15,5252,9.630000114,150,56000,100,"LA",2014,"White","Not Hispanic or Latino","EUSTIS MORTGAGE CORPORATION (LA)"
2.34,7792,23.09000015,123,55600,68,"LA",2014,"White","Not Hispanic or Latino","EUSTIS MORTGAGE CORPORATION (LA)"
2.09,3983,43.06000137,130,47100,115,"LA",2014,"Black or African American","Not Hispanic or Latino","EUSTIS MORTGAGE CORPORATION (LA)"
2.46,4136,13.82999992,130,56000,40,"LA",2014,"White","Not Hispanic or Latino","EUSTIS MORTGAGE CORPORATION (LA)"
4.3,2686,12.31999969,108,57200,67,"AL",2014,"White","Not Hispanic or Latino","EVABANK (AL)"
2.2,5726,76.23000336,133,63300,38,"FL",2014,"White","Hispanic or Latino","EVERETT FINANCIAL INC (TX)"
2.09,7088,9.140000343,140,45200,62,"OR",2014,"White","Not Hispanic or Latino","EVERGREEN FEDERAL BANK (OR)"
2.18,3929,20.22999954,113,57900,45,"NV",2014,"White","Not Hispanic or Latino","EVERGREEN MONEYSOURCE MORTGAGE (WA)"
2.08,3347,11.05000019,129,53100,57,"OR",2014,"White","Not Hispanic or Latino","EVERGREEN MONEYSOURCE MORTGAGE (WA)"
1.76,4865,9.890000343,122,62400,52,"OR",2014,"White","Not Hispanic or Latino","EVERGREEN MONEYSOURCE MORTGAGE (WA)"
1.82,7670,11.97000027,106,62400,44,"OR",2014,"White","Not Hispanic or Latino","EVERGREEN MONEYSOURCE MORTGAGE (WA)"
2.32,7968,7.53000021,117,62400,38,"OR",2014,"White","Not Hispanic or Latino","EVERGREEN MONEYSOURCE MORTGAGE (WA)"
2.17,5539,38.09000015,115,88200,43,"WA",2014,"White","Not Hispanic or Latino","EVERGREEN MONEYSOURCE MORTGAGE (WA)"
2.35,5121,53.31000137,166,54700,65,"CA",2014,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","EVERGREEN MONEYSOURCE MORTGAGE (WA)"
2.46,2906,13.18000031,297,88200,128,"WA",2014,"White","Not Hispanic or Latino","EVERGREEN MONEYSOURCE MORTGAGE (WA)"
1.93,4948,7.800000191,198,67000,46,"WA",2014,"White","Not Hispanic or Latino","EVERGREEN MONEYSOURCE MORTGAGE (WA)"
2.23,5506,52.56000137,156,60700,48,"CA",2014,"White","Not Hispanic or Latino","EVERGREEN MONEYSOURCE MORTGAGE (WA)"
2.34,5221,28.55999947,142,60700,79,"CA",2014,"White","Not Hispanic or Latino","EVERGREEN MONEYSOURCE MORTGAGE (WA)"
2.3,6060,21.81999969,137,69400,43,"OR",2014,"White","Hispanic or Latino","EVERGREEN MONEYSOURCE MORTGAGE (WA)"
2.25,3546,24.07999992,118,57900,62,"NV",2014,"White","Not Hispanic or Latino","EVERGREEN MONEYSOURCE MORTGAGE (WA)"
2.48,7267,10.94999981,128,53100,62,"OR",2014,"White","Not Hispanic or Latino","EVERGREEN MONEYSOURCE MORTGAGE (WA)"
2.32,3877,6.630000114,168,53100,46,"OR",2014,"White","Not Hispanic or Latino","EVERGREEN MONEYSOURCE MORTGAGE (WA)"
2.2,6994,20.15999985,127,62400,29,"OR",2014,"White","Not Hispanic or Latino","EVERGREEN MONEYSOURCE MORTGAGE (WA)"
2.18,5645,13.52000046,227,74000,75,"WA",2014,"White","Not Hispanic or Latino","EVERGREEN MONEYSOURCE MORTGAGE (WA)"
2.31,3530,5.78000021,151,53100,44,"OR",2014,"White","Not Hispanic or Latino","EVERGREEN MONEYSOURCE MORTGAGE (WA)"
2.27,7670,11.97000027,225,62400,75,"OR",2014,"Information not provided by applicant in mail, Internet, or telephone application","Hispanic or Latino","EVERGREEN MONEYSOURCE MORTGAGE (WA)"
2.23,2756,4.900000095,145,62400,77,"OR",2014,"White","Not Hispanic or Latino","EVERGREEN MONEYSOURCE MORTGAGE (WA)"
2.31,4865,9.890000343,131,62400,30,"OR",2014,"White","Not Hispanic or Latino","EVERGREEN MONEYSOURCE MORTGAGE (WA)"
1.98,7670,11.97000027,182,62400,64,"OR",2014,"White","Not Hispanic or Latino","EVERGREEN MONEYSOURCE MORTGAGE (WA)"
2.06,4865,9.890000343,234,62400,86,"OR",2014,"White","Not Hispanic or Latino","EVERGREEN MONEYSOURCE MORTGAGE (WA)"
2.63,4865,9.890000343,166,62400,55,"OR",2014,"White","Not Hispanic or Latino","EVERGREEN MONEYSOURCE MORTGAGE (WA)"
2.05,4683,8.140000343,304,69400,78,"WA",2014,"White","Not Hispanic or Latino","EVERGREEN MONEYSOURCE MORTGAGE (WA)"
1.84,5154,5.940000057,232,69400,67,"WA",2014,"American Indian or Alaska Native","Not Hispanic or Latino","EVERGREEN MONEYSOURCE MORTGAGE (WA)"
2.3,7670,11.97000027,127,62400,46,"OR",2014,"Black or African American","Not Hispanic or Latino","EVERGREEN MONEYSOURCE MORTGAGE (WA)"
2.23,2165,10.30000019,133,53100,111,"OR",2014,"White","Not Hispanic or Latino","EVERGREEN MONEYSOURCE MORTGAGE (WA)"
1.9,2761,6.809999943,144,53100,91,"OR",2014,"White","Information not provided by applicant in mail, Internet, or telephone application","EVERGREEN MONEYSOURCE MORTGAGE (WA)"
1.96,4444,6.639999866,133,52800,40,"ID",2014,"White","Not Hispanic or Latino","EVERGREEN MONEYSOURCE MORTGAGE (WA)"
2.23,3877,6.630000114,241,53100,49,"OR",2014,"White","Not Hispanic or Latino","EVERGREEN MONEYSOURCE MORTGAGE (WA)"
1.99,2788,12.52000046,164,74000,56,"WA",2014,"White","Not Hispanic or Latino","EVERGREEN MONEYSOURCE MORTGAGE (WA)"
2.32,4941,16.62000084,171,51500,57,"CA",2014,"White","Not Hispanic or Latino","EVERGREEN MONEYSOURCE MORTGAGE (WA)"
2.16,4519,11.26000023,167,74200,35,"WA",2014,"White","Not Hispanic or Latino","EVERGREEN MONEYSOURCE MORTGAGE (WA)"
2.33,4883,7.110000134,183,69400,83,"WA",2014,"White","Not Hispanic or Latino","EVERGREEN MONEYSOURCE MORTGAGE (WA)"
2.09,4472,16.28000069,132,55600,43,"ID",2014,"White","Not Hispanic or Latino","EVERGREEN MONEYSOURCE MORTGAGE (WA)"
